Transaction_ID,Date,Product_Category,Product_Name,City,Region,Customer_Segment,Payment_Method,Sales_Rep,Units_Sold,Unit_Price,Unit_Cost,Revenue,COGS,Marketing_Expense,Shipping_Expense,Operating_Expense,Total_Expense,Net_Profit,Profit_Margin_Pct
TXN-1586,2025-01-15,Electronics,Smart Display 10,Chicago,Midwest,Enterprise,PayPal,Alice Smith,14,341.3,193.22,4778.2,2705.08,501.96,202.13,274.48,3683.65,1094.55,22.91
TXN-1587,2025-12-06,Electronics,Smart Display 10,Miami,East,Consumer,PayPal,Alice Smith,7,348.72,209.89,2441.04,1469.23,279.09,40.19,336.17,2124.68,316.36,12.96
TXN-1588,2025-09-08,Software,Cloud Storage Annual,San Francisco,West,SMB,Direct Invoice,Diana Prince,1,379.24,77.42,379.24,77.42,50.52,9.65,76.53,214.12,165.12,43.54
TXN-1589,2025-11-30,Services,Cybersecurity Audit,Boston,East,Consumer,Credit Card,Bob Jones,6,2207.08,808.86,13242.48,4853.16,1074.55,47.23,1204.52,7179.46,6063.02,45.78
TXN-1590,2024-07-26,Hardware,NAS Storage Enclosure,Los Angeles,West,Enterprise,Credit Card,Evan Wright,22,791.0,462.64,17402.0,10178.08,1637.35,231.51,1636.09,13683.03,3718.97,21.37
TXN-1591,2024-05-17,Electronics,Smart Display 10,New York,East,SMB,Credit Card,Bob Jones,6,329.0,192.13,1974.0,1152.78,227.15,45.59,213.78,1639.3,334.7,16.96
TXN-1592,2025-09-12,Office Supplies,Ergonomic Executive Desk,New York,East,Enterprise,Wire Transfer,Charlie Davis,14,831.67,451.59,11643.38,6322.26,1432.97,184.53,1432.36,9372.12,2271.26,19.51
TXN-1593,2025-12-17,Office Supplies,Mesh Office Chair,Houston,South,Enterprise,PayPal,Alice Smith,15,335.13,159.63,5026.95,2394.45,354.25,110.33,651.05,3510.08,1516.87,30.17
TXN-1594,2024-09-21,Hardware,Gigabit Switch 24-Port,Boston,East,Government,Wire Transfer,Fiona Gallagher,15,430.86,248.56,6462.9,3728.4,655.39,93.67,795.84,5273.3,1189.6,18.41
TXN-1595,2024-11-01,Services,Cybersecurity Audit,Houston,South,Enterprise,Wire Transfer,Fiona Gallagher,9,2079.1,789.33,18711.9,7103.97,2049.51,59.35,2278.43,11491.26,7220.64,38.59
TXN-1596,2026-04-04,Software,Cloud Storage Annual,Boston,East,Enterprise,Credit Card,Fiona Gallagher,23,421.6,78.48,9696.8,1805.04,975.51,207.29,1111.16,4099.0,5597.8,57.73
TXN-1597,2024-12-24,Electronics,Wireless Noise-Canceling Headset,Miami,East,Enterprise,PayPal,Evan Wright,15,259.42,125.9,3891.3,1888.5,429.33,130.54,328.54,2776.91,1114.39,28.64
TXN-1598,2024-06-07,Software,Cloud Storage Annual,San Francisco,West,Enterprise,PayPal,Evan Wright,29,379.5,80.62,11005.5,2337.98,1503.77,290.89,671.35,4803.99,6201.51,56.35
TXN-1599,2025-11-24,Software,Security Firewall Pro,San Francisco,West,SMB,Wire Transfer,Fiona Gallagher,2,818.12,225.88,1636.24,451.76,125.12,16.43,211.72,805.03,831.21,50.8
TXN-1600,2026-04-22,Hardware,Rack Server Blade X,New York,East,Enterprise,Wire Transfer,Charlie Davis,13,3405.19,2190.3,44267.47,28473.9,4014.41,128.93,5058.96,37676.2,6591.27,14.89
TXN-1601,2025-11-12,Software,Security Firewall Pro,Boston,East,SMB,PayPal,Evan Wright,3,898.8,222.84,2696.4,668.52,326.34,37.96,238.51,1271.33,1425.07,52.85
TXN-1602,2025-10-15,Office Supplies,Ergonomic Executive Desk,Houston,South,Enterprise,Direct Invoice,Charlie Davis,24,811.29,440.63,19470.96,10575.12,1437.36,211.05,2271.91,14495.44,4975.52,25.55
TXN-1603,2024-02-16,Hardware,NAS Storage Enclosure,Houston,South,Consumer,Direct Invoice,Diana Prince,3,722.54,475.35,2167.62,1426.05,242.63,35.94,244.44,1949.06,218.56,10.08
TXN-1604,2026-04-24,Hardware,Gigabit Switch 24-Port,Miami,East,Enterprise,Credit Card,Evan Wright,17,436.84,266.92,7426.28,4537.64,741.41,137.71,865.44,6282.2,1144.08,15.41
TXN-1605,2026-06-11,Hardware,NAS Storage Enclosure,New York,East,Consumer,Wire Transfer,Fiona Gallagher,5,806.32,502.72,4031.6,2513.6,496.88,37.15,483.52,3531.15,500.45,12.41
TXN-1606,2025-09-28,Hardware,Gigabit Switch 24-Port,Houston,South,Enterprise,Wire Transfer,Charlie Davis,21,452.26,257.39,9497.46,5405.19,1294.47,239.84,700.68,7640.18,1857.28,19.56
TXN-1607,2025-12-18,Electronics,Laptop Pro 15,Phoenix,West,Enterprise,Wire Transfer,Fiona Gallagher,10,1227.38,776.24,12273.8,7762.4,1023.65,66.75,980.53,9833.33,2440.47,19.88
TXN-1608,2024-03-28,Electronics,Wireless Noise-Canceling Headset,Boston,East,SMB,Credit Card,Alice Smith,6,243.03,119.67,1458.18,718.02,189.84,32.42,197.2,1137.48,320.7,21.99
TXN-1609,2025-09-19,Services,Cybersecurity Audit,New York,East,Enterprise,Wire Transfer,Fiona Gallagher,18,2339.49,792.36,42110.82,14262.48,4061.59,217.04,4559.36,23100.47,19010.35,45.14
TXN-1610,2025-07-22,Office Supplies,Standing Desk Converter,New York,East,SMB,PayPal,Alice Smith,5,273.11,144.7,1365.55,723.5,93.0,58.79,112.98,988.27,377.28,27.63
TXN-1611,2024-02-10,Software,Cloud Storage Annual,Phoenix,West,SMB,Credit Card,Alice Smith,5,373.03,78.85,1865.15,394.25,223.47,52.53,277.47,947.72,917.43,49.19
TXN-1612,2025-01-27,Services,Cybersecurity Audit,Chicago,Midwest,SMB,Direct Invoice,Charlie Davis,1,2124.07,806.86,2124.07,806.86,227.15,9.46,266.42,1309.89,814.18,38.33
TXN-1613,2025-05-06,Services,Cybersecurity Audit,Chicago,Midwest,Enterprise,Credit Card,Alice Smith,15,2251.41,772.05,33771.15,11580.75,4546.0,132.46,3434.35,19693.56,14077.59,41.69
TXN-1614,2024-09-13,Electronics,Laptop Pro 15,Los Angeles,West,Consumer,Credit Card,Charlie Davis,3,1196.89,749.28,3590.67,2247.84,249.84,39.08,315.58,2852.34,738.33,20.56
TXN-1615,2025-11-28,Electronics,Ultra-Wide Monitor 34,Seattle,West,Enterprise,Direct Invoice,Fiona Gallagher,28,644.81,373.84,18054.68,10467.52,1643.84,207.84,2122.44,14441.64,3613.04,20.01
TXN-1616,2024-11-23,Hardware,NAS Storage Enclosure,Chicago,Midwest,Government,Credit Card,Bob Jones,38,740.39,483.55,28134.82,18374.9,3122.75,401.55,2900.9,24800.1,3334.72,11.85
TXN-1617,2025-11-02,Hardware,NAS Storage Enclosure,Boston,East,SMB,Direct Invoice,Evan Wright,3,794.8,470.87,2384.4,1412.61,159.43,17.73,334.67,1924.44,459.96,19.29
TXN-1618,2024-01-17,Hardware,Gigabit Switch 24-Port,Houston,South,Consumer,Wire Transfer,Fiona Gallagher,7,478.06,247.24,3346.42,1730.68,254.7,102.13,346.71,2434.22,912.2,27.26
TXN-1619,2024-01-31,Software,Enterprise ERP License,Seattle,West,SMB,Credit Card,Diana Prince,6,2384.82,480.25,14308.92,2881.5,1646.56,39.51,1543.06,6110.63,8198.29,57.29
TXN-1620,2026-01-20,Electronics,Wireless Noise-Canceling Headset,Seattle,West,SMB,PayPal,Evan Wright,5,249.67,123.41,1248.35,617.05,133.22,29.12,153.51,932.9,315.45,25.27
TXN-1621,2025-07-22,Software,Data Analytics Suite,Boston,East,Enterprise,Wire Transfer,Fiona Gallagher,11,1563.35,285.15,17196.85,3136.65,2294.42,76.72,2108.68,7616.47,9580.38,55.71
TXN-1622,2025-11-28,Office Supplies,Standing Desk Converter,New York,East,SMB,PayPal,Diana Prince,2,299.42,143.08,598.84,286.16,72.04,14.38,105.58,478.16,120.68,20.15
TXN-1623,2025-03-11,Office Supplies,Ergonomic Executive Desk,Houston,South,Consumer,Direct Invoice,Fiona Gallagher,3,852.49,448.28,2557.47,1344.84,217.78,32.43,303.2,1898.25,659.22,25.78
TXN-1624,2025-08-26,Services,Cybersecurity Audit,Miami,East,SMB,PayPal,Evan Wright,3,2185.31,780.99,6555.93,2342.97,520.16,29.49,777.48,3670.1,2885.83,44.02
TXN-1625,2025-12-31,Software,Data Analytics Suite,Los Angeles,West,SMB,Direct Invoice,Fiona Gallagher,2,1430.53,300.04,2861.06,600.08,225.14,18.19,365.56,1208.97,1652.09,57.74
TXN-1626,2024-11-25,Electronics,Wireless Noise-Canceling Headset,Miami,East,SMB,Credit Card,Alice Smith,1,240.19,124.97,240.19,124.97,16.58,12.57,93.33,247.45,-7.26,-3.02
TXN-1627,2026-06-17,Hardware,Rack Server Blade X,Houston,South,Consumer,Direct Invoice,Fiona Gallagher,2,3319.97,2128.55,6639.94,4257.1,863.19,11.65,794.92,5926.86,713.08,10.74
TXN-1628,2024-09-17,Office Supplies,Standing Desk Converter,Chicago,Midwest,Consumer,Direct Invoice,Bob Jones,1,296.67,134.0,296.67,134.0,38.07,12.82,43.43,228.32,68.35,23.04
TXN-1629,2026-02-23,Hardware,NAS Storage Enclosure,San Francisco,West,Government,Credit Card,Charlie Davis,37,755.32,498.96,27946.84,18461.52,3850.08,502.95,1689.41,24503.96,3442.88,12.32
TXN-1630,2024-09-30,Office Supplies,High-Speed Paper Shredder,New York,East,SMB,Direct Invoice,Bob Jones,1,191.16,88.81,191.16,88.81,13.65,11.96,76.98,191.4,-0.24,-0.13
TXN-1631,2024-01-02,Hardware,Gigabit Switch 24-Port,Los Angeles,West,Enterprise,Wire Transfer,Fiona Gallagher,11,476.12,251.24,5237.32,2763.64,654.63,148.87,632.99,4200.13,1037.19,19.8
TXN-1632,2025-01-29,Software,Data Analytics Suite,New York,East,Enterprise,PayPal,Bob Jones,20,1601.99,308.57,32039.8,6171.4,2757.42,263.4,2558.43,11750.65,20289.15,63.32
TXN-1633,2026-03-09,Services,Cybersecurity Audit,Boston,East,SMB,Direct Invoice,Bob Jones,5,2068.41,769.86,10342.05,3849.3,742.52,26.49,628.62,5246.93,5095.12,49.27
TXN-1634,2024-02-29,Services,Annual IT Maintenance Plan,New York,East,SMB,Wire Transfer,Alice Smith,2,1686.11,622.86,3372.22,1245.72,344.64,26.5,446.48,2063.34,1308.88,38.81
TXN-1635,2025-03-08,Electronics,Ultra-Wide Monitor 34,Houston,South,Government,Wire Transfer,Alice Smith,10,649.25,367.11,6492.5,3671.1,897.66,65.85,588.01,5222.62,1269.88,19.56
TXN-1636,2024-01-02,Electronics,Ultra-Wide Monitor 34,New York,East,SMB,Direct Invoice,Evan Wright,1,667.68,363.74,667.68,363.74,53.77,12.14,99.96,529.61,138.07,20.68
TXN-1637,2024-10-19,Software,Data Analytics Suite,New York,East,Enterprise,PayPal,Diana Prince,10,1540.44,314.18,15404.4,3141.8,1672.09,61.99,1188.13,6064.01,9340.39,60.63
TXN-1638,2024-07-22,Electronics,Smart Display 10,San Francisco,West,SMB,PayPal,Fiona Gallagher,3,332.85,194.29,998.55,582.87,118.88,20.67,122.93,845.35,153.2,15.34
TXN-1639,2024-08-24,Office Supplies,Ergonomic Executive Desk,Houston,South,Enterprise,PayPal,Diana Prince,24,870.98,451.51,20903.52,10836.24,2832.91,215.11,2109.83,15994.09,4909.43,23.49
TXN-1640,2025-05-07,Office Supplies,Mesh Office Chair,Miami,East,SMB,Wire Transfer,Evan Wright,3,334.2,160.91,1002.6,482.73,111.95,15.41,140.61,750.7,251.9,25.12
TXN-1641,2026-06-07,Hardware,NAS Storage Enclosure,Seattle,West,Enterprise,Wire Transfer,Fiona Gallagher,27,826.85,489.82,22324.95,13225.14,2150.07,280.96,2492.77,18148.94,4176.01,18.71
TXN-1642,2024-06-14,Services,Annual IT Maintenance Plan,San Francisco,West,SMB,Credit Card,Charlie Davis,2,1805.52,587.88,3611.04,1175.76,338.73,15.97,276.85,1807.31,1803.73,49.95
TXN-1643,2025-10-31,Hardware,Rack Server Blade X,Miami,East,SMB,PayPal,Evan Wright,6,3033.49,2202.29,18200.94,13213.74,1909.13,71.25,1350.34,16544.46,1656.48,9.1
TXN-1644,2024-03-20,Office Supplies,Ergonomic Executive Desk,Phoenix,West,SMB,Credit Card,Fiona Gallagher,6,854.97,440.02,5129.82,2640.12,333.07,39.75,639.05,3651.99,1477.83,28.81
TXN-1645,2026-03-27,Electronics,Smart Display 10,New York,East,SMB,PayPal,Fiona Gallagher,6,350.25,201.7,2101.5,1210.2,212.36,59.74,178.29,1660.59,440.91,20.98
TXN-1646,2024-03-30,Hardware,NAS Storage Enclosure,New York,East,Consumer,Credit Card,Diana Prince,2,825.42,470.35,1650.84,940.7,124.54,12.32,200.39,1277.95,372.89,22.59
TXN-1647,2024-03-08,Software,Security Firewall Pro,Houston,South,Enterprise,Credit Card,Diana Prince,19,795.68,215.81,15117.92,4100.39,1709.82,221.5,1106.4,7138.11,7979.81,52.78
TXN-1648,2025-05-15,Software,Data Analytics Suite,New York,East,Consumer,Credit Card,Charlie Davis,5,1381.31,286.06,6906.55,1430.3,918.2,63.77,628.44,3040.71,3865.84,55.97
TXN-1649,2025-02-20,Office Supplies,Standing Desk Converter,Houston,South,Consumer,Direct Invoice,Evan Wright,5,262.81,140.51,1314.05,702.55,124.8,38.39,193.54,1059.28,254.77,19.39
TXN-1650,2026-01-28,Hardware,NAS Storage Enclosure,New York,East,Government,Wire Transfer,Charlie Davis,23,777.44,473.63,17881.12,10893.49,2380.07,199.71,1404.5,14877.77,3003.35,16.8
TXN-1651,2025-05-11,Hardware,NAS Storage Enclosure,Miami,East,SMB,Credit Card,Alice Smith,5,759.55,470.81,3797.75,2354.05,233.96,54.13,446.9,3089.04,708.71,18.66
TXN-1652,2025-04-16,Software,Enterprise ERP License,Miami,East,Enterprise,Direct Invoice,Bob Jones,21,2475.79,499.82,51991.59,10496.22,4798.39,247.52,4209.08,19751.21,32240.38,62.01
TXN-1653,2024-03-07,Services,Cybersecurity Audit,Los Angeles,West,Consumer,Credit Card,Evan Wright,7,2224.46,828.89,15571.22,5802.23,1031.86,40.08,1738.17,8612.34,6958.88,44.69
TXN-1654,2025-03-31,Hardware,Gigabit Switch 24-Port,Houston,South,Enterprise,Credit Card,Fiona Gallagher,6,430.22,264.72,2581.32,1588.32,207.25,83.02,261.68,2140.27,441.05,17.09
TXN-1655,2025-06-11,Services,Annual IT Maintenance Plan,Phoenix,West,Government,Wire Transfer,Bob Jones,39,1753.26,602.96,68377.14,23515.44,8196.29,500.73,5035.83,37248.29,31128.85,45.53
TXN-1656,2024-04-15,Office Supplies,High-Speed Paper Shredder,Los Angeles,West,Government,Credit Card,Charlie Davis,11,182.46,90.43,2007.06,994.73,223.26,83.54,139.4,1440.93,566.13,28.21
TXN-1657,2026-03-25,Office Supplies,Ergonomic Executive Desk,Houston,South,Consumer,Direct Invoice,Bob Jones,5,835.54,436.13,4177.7,2180.65,271.12,54.55,528.18,3034.5,1143.2,27.36
TXN-1658,2024-11-21,Electronics,Ultra-Wide Monitor 34,San Francisco,West,Enterprise,Wire Transfer,Diana Prince,7,608.95,382.76,4262.65,2679.32,426.46,94.89,406.8,3607.47,655.18,15.37
TXN-1659,2025-09-24,Electronics,Wireless Noise-Canceling Headset,Chicago,Midwest,SMB,Wire Transfer,Fiona Gallagher,3,255.23,118.2,765.69,354.6,63.87,26.78,126.55,571.8,193.89,25.32
TXN-1660,2025-07-22,Hardware,Gigabit Switch 24-Port,Boston,East,SMB,Direct Invoice,Fiona Gallagher,1,467.73,247.22,467.73,247.22,34.37,10.81,121.77,414.17,53.56,11.45
TXN-1661,2025-03-11,Electronics,Ultra-Wide Monitor 34,Miami,East,SMB,Credit Card,Alice Smith,1,671.39,379.59,671.39,379.59,60.85,7.22,128.83,576.49,94.9,14.13
TXN-1662,2024-07-22,Electronics,Wireless Noise-Canceling Headset,Houston,South,SMB,Wire Transfer,Alice Smith,2,265.48,123.73,530.96,247.46,47.76,14.63,92.13,401.98,128.98,24.29
TXN-1663,2024-12-03,Software,Enterprise ERP License,New York,East,Government,Credit Card,Alice Smith,16,2375.16,506.24,38002.56,8099.84,3303.03,113.79,2763.98,14280.64,23721.92,62.42
TXN-1664,2024-12-10,Office Supplies,High-Speed Paper Shredder,Chicago,Midwest,SMB,Direct Invoice,Alice Smith,5,193.57,89.44,967.85,447.2,124.74,53.29,120.48,745.71,222.14,22.95
TXN-1665,2025-01-11,Software,Security Firewall Pro,San Francisco,West,SMB,Wire Transfer,Evan Wright,7,860.46,209.9,6023.22,1469.3,615.49,97.05,727.4,2909.24,3113.98,51.7
TXN-1666,2025-08-28,Software,Enterprise ERP License,Phoenix,West,SMB,Wire Transfer,Alice Smith,5,2433.08,496.91,12165.4,2484.55,985.59,33.24,1246.0,4749.38,7416.02,60.96
TXN-1667,2025-09-03,Electronics,Laptop Pro 15,Chicago,Midwest,SMB,Direct Invoice,Bob Jones,5,1274.97,755.2,6374.85,3776.0,796.55,65.4,430.07,5068.02,1306.83,20.5
TXN-1668,2024-04-04,Services,Annual IT Maintenance Plan,Phoenix,West,SMB,PayPal,Evan Wright,5,1800.1,591.45,9000.5,2957.25,739.79,57.14,958.77,4712.95,4287.55,47.64
TXN-1669,2024-07-25,Services,Annual IT Maintenance Plan,Los Angeles,West,SMB,Direct Invoice,Diana Prince,2,1925.07,601.36,3850.14,1202.72,320.82,15.34,473.36,2012.24,1837.9,47.74
TXN-1670,2026-01-09,Office Supplies,Standing Desk Converter,Los Angeles,West,SMB,Wire Transfer,Bob Jones,3,265.19,141.69,795.57,425.07,93.49,32.09,109.39,660.04,135.53,17.04
TXN-1671,2024-09-15,Hardware,NAS Storage Enclosure,New York,East,SMB,PayPal,Evan Wright,2,829.62,468.7,1659.24,937.4,193.97,12.0,140.48,1283.85,375.39,22.62
TXN-1672,2024-04-13,Hardware,NAS Storage Enclosure,Chicago,Midwest,Enterprise,Wire Transfer,Diana Prince,23,719.58,460.42,16550.34,10589.66,1425.57,215.55,1206.2,13436.98,3113.36,18.81
TXN-1673,2026-05-12,Services,Cybersecurity Audit,Austin,South,Government,Credit Card,Evan Wright,22,2043.25,792.59,44951.5,17436.98,3335.08,134.12,4107.5,25013.68,19937.82,44.35
TXN-1674,2025-07-03,Office Supplies,Ergonomic Executive Desk,Phoenix,West,SMB,Direct Invoice,Fiona Gallagher,4,912.5,444.83,3650.0,1779.32,318.74,54.98,377.55,2530.59,1119.41,30.67
TXN-1675,2025-02-06,Hardware,Gigabit Switch 24-Port,Los Angeles,West,SMB,Credit Card,Bob Jones,7,435.69,259.05,3049.83,1813.35,329.24,46.99,348.98,2538.56,511.27,16.76
TXN-1676,2025-02-23,Electronics,Ultra-Wide Monitor 34,San Francisco,West,Consumer,PayPal,Diana Prince,6,623.71,389.44,3742.26,2336.64,302.98,82.9,452.52,3175.04,567.22,15.16
TXN-1677,2025-06-10,Services,Cybersecurity Audit,San Francisco,West,Government,Wire Transfer,Fiona Gallagher,32,2319.82,811.84,74234.24,25978.88,6465.8,310.39,8207.7,40962.77,33271.47,44.82
TXN-1678,2025-05-31,Software,Data Analytics Suite,Phoenix,West,SMB,Credit Card,Fiona Gallagher,3,1484.96,312.98,4454.88,938.94,492.7,23.65,459.05,1914.34,2540.54,57.03
TXN-1679,2025-06-02,Office Supplies,Mesh Office Chair,Austin,South,SMB,Credit Card,Alice Smith,3,322.51,155.51,967.53,466.53,91.25,34.57,117.67,710.02,257.51,26.62
TXN-1680,2024-03-10,Electronics,Ultra-Wide Monitor 34,Phoenix,West,Enterprise,Direct Invoice,Evan Wright,13,667.74,373.1,8680.62,4850.3,785.58,193.79,634.88,6464.55,2216.07,25.53
TXN-1681,2024-06-03,Office Supplies,Mesh Office Chair,San Francisco,West,SMB,PayPal,Diana Prince,2,316.49,155.68,632.98,311.36,64.11,15.07,147.68,538.22,94.76,14.97
TXN-1682,2024-04-16,Software,Enterprise ERP License,Boston,East,SMB,Wire Transfer,Fiona Gallagher,5,2641.9,521.48,13209.5,2607.4,987.25,46.84,1067.61,4709.1,8500.4,64.35
TXN-1683,2025-08-18,Software,Data Analytics Suite,Chicago,Midwest,Enterprise,Credit Card,Alice Smith,7,1525.37,305.76,10677.59,2140.32,967.88,95.84,1005.03,4209.07,6468.52,60.58
TXN-1684,2025-11-05,Office Supplies,Mesh Office Chair,Los Angeles,West,Consumer,Direct Invoice,Charlie Davis,6,319.69,153.9,1918.14,923.4,117.18,48.19,257.04,1345.81,572.33,29.84
TXN-1685,2024-10-22,Office Supplies,Standing Desk Converter,Houston,South,SMB,Direct Invoice,Evan Wright,1,297.11,138.73,297.11,138.73,24.72,5.15,70.95,239.55,57.56,19.37
TXN-1686,2026-01-01,Hardware,Gigabit Switch 24-Port,Boston,East,Enterprise,PayPal,Alice Smith,11,457.18,267.19,5028.98,2939.09,603.14,91.17,538.77,4172.17,856.81,17.04
TXN-1687,2024-08-08,Software,Security Firewall Pro,Chicago,Midwest,Enterprise,Credit Card,Diana Prince,10,789.35,219.06,7893.5,2190.6,820.69,138.78,521.86,3671.93,4221.57,53.48
TXN-1688,2025-02-03,Office Supplies,Mesh Office Chair,Houston,South,SMB,Direct Invoice,Alice Smith,1,308.49,153.2,308.49,153.2,35.98,9.83,113.74,312.75,-4.26,-1.38
TXN-1689,2026-06-29,Services,Cybersecurity Audit,Seattle,West,Enterprise,PayPal,Evan Wright,16,2039.72,784.76,32635.52,12556.16,2721.29,209.77,1900.18,17387.4,15248.12,46.72
TXN-1690,2025-11-26,Office Supplies,Standing Desk Converter,New York,East,SMB,Credit Card,Alice Smith,5,277.62,139.62,1388.1,698.1,154.75,30.4,190.11,1073.36,314.74,22.67
TXN-1691,2026-06-04,Hardware,NAS Storage Enclosure,Miami,East,Enterprise,PayPal,Alice Smith,22,825.36,493.08,18157.92,10847.76,1334.73,290.8,1941.46,14414.75,3743.17,20.61
TXN-1692,2026-06-06,Electronics,Wireless Noise-Canceling Headset,Miami,East,SMB,Credit Card,Evan Wright,6,265.55,114.58,1593.3,687.48,167.39,68.87,131.74,1055.48,537.82,33.76
TXN-1693,2025-03-15,Hardware,Rack Server Blade X,Seattle,West,Government,Credit Card,Bob Jones,13,3031.76,2011.59,39412.88,26150.67,4550.76,167.01,4325.57,35194.01,4218.87,10.7
TXN-1694,2024-04-04,Hardware,NAS Storage Enclosure,Seattle,West,Consumer,Direct Invoice,Evan Wright,4,840.14,499.1,3360.56,1996.4,236.18,21.05,386.2,2639.83,720.73,21.45
TXN-1695,2024-07-29,Software,Enterprise ERP License,Miami,East,Enterprise,PayPal,Charlie Davis,15,2665.94,492.6,39989.1,7389.0,3713.58,77.76,2824.99,14005.33,25983.77,64.98
TXN-1696,2024-07-15,Services,Cybersecurity Audit,Los Angeles,West,Enterprise,Direct Invoice,Bob Jones,17,2299.95,796.26,39099.15,13536.42,4823.87,227.57,3780.75,22368.61,16730.54,42.79
TXN-1697,2025-12-16,Office Supplies,Mesh Office Chair,Boston,East,Enterprise,Wire Transfer,Charlie Davis,20,307.69,156.68,6153.8,3133.6,716.45,247.09,479.15,4576.29,1577.51,25.63
TXN-1698,2024-09-29,Software,Security Firewall Pro,San Francisco,West,SMB,Direct Invoice,Diana Prince,5,794.56,223.83,3972.8,1119.15,256.32,58.64,477.01,1911.12,2061.68,51.89
TXN-1699,2024-08-23,Software,Cloud Storage Annual,Austin,South,SMB,Credit Card,Bob Jones,2,383.99,78.69,767.98,157.38,82.28,19.09,111.27,370.02,397.96,51.82
TXN-1700,2026-05-01,Services,Annual IT Maintenance Plan,Los Angeles,West,Consumer,PayPal,Diana Prince,2,1764.92,617.63,3529.84,1235.26,458.71,27.02,404.67,2125.66,1404.18,39.78
TXN-1701,2025-06-05,Office Supplies,High-Speed Paper Shredder,Phoenix,West,Government,Direct Invoice,Bob Jones,27,191.17,86.42,5161.59,2333.34,616.97,352.56,404.43,3707.3,1454.29,28.18
TXN-1702,2025-08-10,Office Supplies,Mesh Office Chair,San Francisco,West,Enterprise,Credit Card,Diana Prince,17,334.02,157.73,5678.34,2681.41,423.92,194.27,485.81,3785.41,1892.93,33.34
TXN-1703,2024-11-19,Hardware,Gigabit Switch 24-Port,Houston,South,Government,Credit Card,Bob Jones,36,431.14,268.33,15521.04,9659.88,1191.17,266.72,980.11,12097.88,3423.16,22.05
TXN-1704,2025-07-31,Services,Cybersecurity Audit,Phoenix,West,Enterprise,Wire Transfer,Bob Jones,19,2211.57,834.48,42019.83,15855.12,5719.55,163.68,4452.78,26191.13,15828.7,37.67
TXN-1705,2025-04-08,Hardware,NAS Storage Enclosure,New York,East,SMB,Wire Transfer,Bob Jones,4,747.52,473.89,2990.08,1895.56,234.5,42.44,216.86,2389.36,600.72,20.09
TXN-1706,2026-02-09,Hardware,Gigabit Switch 24-Port,New York,East,Enterprise,Wire Transfer,Bob Jones,16,442.0,248.23,7072.0,3971.68,877.59,176.7,501.58,5527.55,1544.45,21.84
TXN-1707,2026-04-13,Software,Enterprise ERP License,Boston,East,SMB,Direct Invoice,Fiona Gallagher,3,2307.22,499.14,6921.66,1497.42,598.59,37.21,567.23,2700.45,4221.21,60.99
TXN-1708,2026-04-01,Electronics,Ultra-Wide Monitor 34,Boston,East,Government,Credit Card,Charlie Davis,16,666.11,371.77,10657.76,5948.32,639.67,100.31,1301.45,7989.75,2668.01,25.03
TXN-1709,2024-11-02,Software,Enterprise ERP License,Boston,East,SMB,Wire Transfer,Evan Wright,4,2572.58,478.18,10290.32,1912.72,943.62,58.55,940.03,3854.92,6435.4,62.54
TXN-1710,2025-09-28,Software,Enterprise ERP License,Miami,East,Enterprise,Wire Transfer,Alice Smith,9,2308.88,490.19,20779.92,4411.71,2777.98,73.88,1457.97,8721.54,12058.38,58.03
TXN-1711,2024-05-11,Office Supplies,High-Speed Paper Shredder,Los Angeles,West,SMB,PayPal,Bob Jones,2,176.69,89.12,353.38,178.24,43.35,29.26,66.04,316.89,36.49,10.33
TXN-1712,2024-10-23,Electronics,Wireless Noise-Canceling Headset,Phoenix,West,Enterprise,PayPal,Charlie Davis,7,269.47,121.43,1886.29,850.01,211.4,48.92,185.61,1295.94,590.35,31.3
TXN-1713,2025-10-07,Electronics,Ultra-Wide Monitor 34,New York,East,SMB,Credit Card,Alice Smith,7,598.71,366.81,4190.97,2567.67,274.59,104.71,323.23,3270.2,920.77,21.97
TXN-1714,2025-08-05,Electronics,Laptop Pro 15,Seattle,West,Enterprise,PayPal,Diana Prince,10,1179.84,737.63,11798.4,7376.3,903.55,87.78,912.1,9279.73,2518.67,21.35
TXN-1715,2025-02-19,Office Supplies,High-Speed Paper Shredder,Austin,South,Enterprise,Credit Card,Bob Jones,9,176.46,91.48,1588.14,823.32,127.7,56.43,124.24,1131.69,456.45,28.74
TXN-1716,2024-09-22,Hardware,NAS Storage Enclosure,Los Angeles,West,Government,Credit Card,Diana Prince,21,764.96,480.31,16064.16,10086.51,1687.16,170.81,1199.06,13143.54,2920.62,18.18
TXN-1717,2025-07-23,Services,Cloud Migration Consulting,Boston,East,Enterprise,PayPal,Alice Smith,7,3545.72,1257.05,24820.04,8799.35,3001.16,64.64,1287.62,13152.77,11667.27,47.01
TXN-1718,2025-08-05,Electronics,Laptop Pro 15,Houston,South,SMB,Credit Card,Fiona Gallagher,4,1113.44,712.9,4453.76,2851.6,384.12,46.42,497.6,3779.74,674.02,15.13
TXN-1719,2025-02-02,Services,Cybersecurity Audit,Houston,South,SMB,PayPal,Charlie Davis,4,2302.38,824.24,9209.52,3296.96,1080.2,28.17,699.61,5104.94,4104.58,44.57
TXN-1720,2026-03-26,Electronics,Ultra-Wide Monitor 34,Phoenix,West,SMB,Direct Invoice,Evan Wright,6,617.08,389.82,3702.48,2338.92,228.66,79.01,248.17,2894.76,807.72,21.82
