Transaction_ID,Date,Product_Category,Product_Name,City,Region,Customer_Segment,Payment_Method,Sales_Rep,Units_Sold,Unit_Price,Unit_Cost,Revenue,COGS,Marketing_Expense,Shipping_Expense,Operating_Expense,Total_Expense,Net_Profit,Profit_Margin_Pct,Year,Month,Month_Name,Year_Month,Quarter,Day_of_Week,Gross_Profit,Employee_Cost,Rent_Admin_Cost,Discount_Amount,Net_Revenue,GST_Rate_Pct,GST_Amount,Depreciation,Interest_Expense,Other_Income,Total_Operating_Expense,EBITDA,EBIT,EBT,Tax_Rate_Pct,Tax_Amount,PAT,PAT_Margin_Pct,EBITDA_Margin_Pct,EBIT_Margin_Pct,EBT_Margin_Pct,Gross_Margin_Pct,Expense_Ratio_Pct,Marketing_Ratio_Pct,Revenue_Per_Unit,Expense_Per_Unit,Profit_Per_Unit,Profitability_Tier
TXN-2119,2025-03-02,Office Supplies,Ergonomic Executive Desk,Phoenix,West,Consumer,Credit Card,Evan Wright,5,888.23,433.79,4441.15,2168.95,569.57,45.0,200.34,2983.86,693.05,15.9,2025,3,Mar,2025-03,2025Q1,Sunday,2190.32,369.86,200.34,81.88,4359.27,18.0,784.67,69.77,63.74,16.49,1184.77,1005.55,935.78,888.53,22.0,195.48,693.05,15.9,23.07,21.47,20.38,50.25,67.19,12.82,871.85,596.77,138.61,Moderate Margin (5-20%)
TXN-1289,2025-03-04,Software,Security Firewall Pro,New York,East,Enterprise,PayPal,Diana Prince,11,872.1,216.63,9593.1,2382.93,875.47,72.45,287.79,3618.64,3665.91,38.91,2025,3,Mar,2025-03,2025Q1,Tuesday,7039.69,808.96,287.79,170.48,9422.62,18.0,1696.07,191.18,156.35,52.39,2044.67,4995.02,4803.84,4699.88,22.0,1033.97,3665.91,38.91,53.01,50.98,49.88,74.71,37.72,9.13,856.6,328.97,333.26,High Margin (>=20%)
TXN-1583,2025-03-06,Software,Cloud Storage Annual,Seattle,West,SMB,PayPal,Alice Smith,5,419.77,78.36,2098.85,391.8,221.84,62.27,79.51,755.42,803.67,39.04,2025,3,Mar,2025-03,2025Q1,Thursday,1666.69,198.62,79.51,40.36,2058.49,18.0,370.53,46.28,35.31,7.48,562.24,1104.45,1058.17,1030.34,22.0,226.67,803.67,39.04,53.65,51.41,50.05,80.97,35.99,10.57,411.7,151.08,160.73,High Margin (>=20%)
TXN-1635,2025-03-08,Electronics,Ultra-Wide Monitor 34,Houston,South,Government,Wire Transfer,Alice Smith,10,649.25,367.11,6492.5,3671.1,897.66,65.85,235.2,4869.81,637.72,10.09,2025,3,Mar,2025-03,2025Q1,Saturday,2651.07,489.27,235.2,170.33,6322.17,18.0,1137.99,115.43,66.28,36.21,1687.98,963.09,847.66,817.59,22.0,179.87,637.72,10.09,15.23,13.41,12.93,41.93,75.01,13.83,632.22,486.98,63.77,Moderate Margin (5-20%)
TXN-1730,2025-03-10,Electronics,Laptop Pro 15,Chicago,Midwest,SMB,Credit Card,Bob Jones,3,1194.01,734.53,3582.03,2203.59,294.4,30.01,107.46,2635.46,382.78,10.81,2025,3,Mar,2025-03,2025Q1,Monday,1337.97,280.05,107.46,40.47,3541.56,18.0,637.48,83.77,64.99,13.45,711.92,626.05,542.28,490.74,22.0,107.96,382.78,10.81,17.68,15.31,13.86,37.78,73.57,8.22,1180.52,878.49,127.59,Moderate Margin (5-20%)
TXN-2037,2025-03-10,Office Supplies,High-Speed Paper Shredder,Chicago,Midwest,SMB,Credit Card,Fiona Gallagher,6,192.28,90.93,1153.68,545.58,87.97,85.18,84.37,803.1,149.17,13.3,2025,3,Mar,2025-03,2025Q1,Monday,575.97,100.36,84.37,32.13,1121.55,18.0,201.88,19.95,15.33,8.44,357.88,218.09,198.14,191.25,22.0,42.08,149.17,13.3,19.45,17.67,17.05,51.35,69.61,7.63,186.92,133.85,24.86,Moderate Margin (5-20%)
TXN-1661,2025-03-11,Electronics,Ultra-Wide Monitor 34,Miami,East,SMB,Credit Card,Alice Smith,1,671.39,379.59,671.39,379.59,60.85,7.22,51.53,499.19,63.27,9.67,2025,3,Mar,2025-03,2025Q1,Tuesday,274.66,58.95,51.53,17.14,654.25,18.0,117.76,12.07,7.49,4.57,178.55,96.11,84.04,81.12,22.0,17.85,63.27,9.67,14.69,12.85,12.4,41.98,74.35,9.06,654.25,499.19,63.27,Moderate Margin (5-20%)
TXN-1623,2025-03-11,Office Supplies,Ergonomic Executive Desk,Houston,South,Consumer,Direct Invoice,Fiona Gallagher,3,852.49,448.28,2557.47,1344.84,217.78,32.43,121.28,1716.33,369.21,14.77,2025,3,Mar,2025-03,2025Q1,Tuesday,1155.6,226.4,121.28,57.03,2500.44,18.0,450.08,55.89,48.54,20.07,597.89,557.71,501.82,473.35,22.0,104.14,369.21,14.77,22.3,20.07,18.93,46.22,67.11,8.52,833.48,572.11,123.07,Moderate Margin (5-20%)
TXN-1977,2025-03-12,Services,Cybersecurity Audit,New York,East,SMB,Credit Card,Bob Jones,6,2179.33,765.25,13075.98,4591.5,1204.5,75.89,614.52,6486.41,3647.76,28.34,2025,3,Mar,2025-03,2025Q1,Wednesday,8280.68,1304.38,614.52,203.8,12872.18,18.0,2316.99,295.63,184.46,75.32,3199.29,5081.39,4785.76,4676.62,22.0,1028.86,3647.76,28.34,39.48,37.18,36.33,64.33,49.61,9.21,2145.36,1081.07,607.96,High Margin (>=20%)
TXN-1420,2025-03-13,Services,Cloud Migration Consulting,Austin,South,Consumer,Wire Transfer,Evan Wright,1,3242.29,1172.88,3242.29,1172.88,442.42,14.54,105.86,1735.7,768.6,24.3,2025,3,Mar,2025-03,2025Q1,Thursday,1989.61,348.93,105.86,79.8,3162.49,18.0,569.25,60.21,39.88,7.62,911.75,1077.86,1017.65,985.39,22.0,216.79,768.6,24.3,34.08,32.18,31.16,62.91,53.53,13.65,3162.49,1735.7,768.6,High Margin (>=20%)
TXN-1206,2025-03-13,Office Supplies,Mesh Office Chair,Chicago,Midwest,SMB,PayPal,Alice Smith,5,338.52,161.44,1692.6,807.2,132.2,44.21,77.09,1060.7,324.91,19.58,2025,3,Mar,2025-03,2025Q1,Thursday,852.41,119.26,77.09,32.99,1659.61,18.0,298.73,34.04,33.34,4.28,372.76,479.65,445.61,416.55,22.0,91.64,324.91,19.58,28.9,26.85,25.1,51.36,62.67,7.81,331.92,212.14,64.98,Moderate Margin (5-20%)
TXN-1394,2025-03-14,Software,Cloud Storage Annual,San Francisco,West,SMB,Wire Transfer,Evan Wright,2,372.31,82.65,744.62,165.3,55.24,24.46,56.16,301.16,263.75,35.85,2025,3,Mar,2025-03,2025Q1,Friday,570.32,81.03,56.16,9.0,735.62,18.0,132.41,13.1,7.83,5.64,216.89,353.43,340.33,338.14,22.0,74.39,263.75,35.85,48.05,46.26,45.97,77.53,40.44,7.42,367.81,150.58,131.88,High Margin (>=20%)
TXN-1693,2025-03-15,Hardware,Rack Server Blade X,Seattle,West,Government,Credit Card,Bob Jones,13,3031.76,2011.59,39412.88,26150.67,4550.76,167.01,1730.23,32598.67,684.68,1.78,2025,3,Mar,2025-03,2025Q1,Saturday,12237.42,3759.22,1730.23,1024.79,38388.09,18.0,6909.86,748.46,617.15,213.21,10207.22,2030.2,1281.74,877.8,22.0,193.12,684.68,1.78,5.29,3.34,2.29,31.88,82.71,11.55,2952.93,2507.59,52.67,Low Margin (0-5%)
TXN-1816,2025-03-17,Electronics,Ultra-Wide Monitor 34,Austin,South,Consumer,Credit Card,Bob Jones,3,609.8,381.77,1829.4,1145.31,213.57,16.5,67.41,1442.79,104.35,5.81,2025,3,Mar,2025-03,2025Q1,Monday,650.75,175.52,67.41,33.34,1796.06,18.0,323.29,29.59,27.25,12.87,473.0,177.75,148.16,133.78,22.0,29.43,104.35,5.81,9.9,8.25,7.45,36.23,78.87,11.67,598.69,480.93,34.78,Moderate Margin (5-20%)
TXN-1077,2025-03-18,Services,Cloud Migration Consulting,San Francisco,West,Consumer,PayPal,Charlie Davis,1,3531.76,1226.5,3531.76,1226.5,439.44,14.89,157.65,1838.48,919.0,26.41,2025,3,Mar,2025-03,2025Q1,Tuesday,2252.85,383.42,157.65,52.41,3479.35,18.0,626.28,57.59,41.45,19.8,995.4,1257.45,1199.86,1178.21,22.0,259.21,919.0,26.41,36.14,34.49,33.86,64.75,52.06,12.44,3479.35,1838.48,919.0,High Margin (>=20%)
TXN-1379,2025-03-18,Software,Data Analytics Suite,Phoenix,West,SMB,PayPal,Evan Wright,3,1419.21,290.53,4257.63,871.59,324.36,26.6,127.73,1350.28,1744.37,41.9,2025,3,Mar,2025-03,2025Q1,Tuesday,3291.77,471.42,127.73,94.27,4163.36,18.0,749.4,82.83,44.73,22.27,950.11,2341.66,2258.83,2236.37,22.0,492.0,1744.37,41.9,56.24,54.25,53.72,79.07,31.71,7.62,1387.79,450.09,581.46,High Margin (>=20%)
TXN-1796,2025-03-18,Software,Security Firewall Pro,Phoenix,West,Government,Credit Card,Diana Prince,14,875.79,223.94,12261.06,3135.16,983.12,152.14,537.87,4808.29,4183.94,34.93,2025,3,Mar,2025-03,2025Q1,Tuesday,8842.19,1392.93,537.87,283.71,11977.35,18.0,2155.92,245.91,225.87,59.68,3066.06,5776.13,5530.22,5364.03,22.0,1180.09,4183.94,34.93,48.23,46.17,44.78,73.82,39.22,8.02,855.52,343.45,298.85,High Margin (>=20%)
TXN-1311,2025-03-19,Electronics,Wireless Noise-Canceling Headset,Boston,East,Enterprise,PayPal,Diana Prince,29,250.55,124.84,7265.95,3620.36,953.23,382.18,274.78,5230.55,774.27,10.94,2025,3,Mar,2025-03,2025Q1,Wednesday,3454.79,668.09,274.78,190.8,7075.15,18.0,1273.53,165.17,75.51,56.82,2278.28,1176.51,1011.34,992.65,22.0,218.38,774.27,10.94,16.63,14.29,14.03,48.83,71.99,13.12,243.97,180.36,26.7,Moderate Margin (5-20%)
TXN-1547,2025-03-19,Electronics,Wireless Noise-Canceling Headset,Austin,South,Enterprise,Direct Invoice,Evan Wright,23,250.36,114.75,5758.28,2639.25,522.37,217.22,172.75,3551.59,1204.04,21.13,2025,3,Mar,2025-03,2025Q1,Wednesday,3059.24,435.77,172.75,59.79,5698.49,18.0,1025.73,115.96,63.54,12.01,1348.11,1711.13,1595.17,1543.64,22.0,339.6,1204.04,21.13,30.03,27.99,27.09,53.69,61.68,9.07,247.76,154.42,52.35,High Margin (>=20%)
TXN-1330,2025-03-20,Services,Cloud Migration Consulting,Seattle,West,Consumer,PayPal,Bob Jones,5,3354.44,1157.32,16772.2,5786.6,1161.58,26.36,594.57,7569.11,5515.63,33.58,2025,3,Mar,2025-03,2025Q1,Thursday,10637.02,1381.8,594.57,348.58,16423.62,18.0,2956.25,332.77,187.91,119.29,3164.31,7472.71,7139.94,7071.32,22.0,1555.69,5515.63,33.58,45.5,43.47,43.06,64.77,45.13,6.93,3284.72,1513.82,1103.13,High Margin (>=20%)
TXN-2096,2025-03-22,Software,Cloud Storage Annual,Seattle,West,SMB,PayPal,Fiona Gallagher,7,419.31,81.2,2935.17,568.4,285.94,75.3,101.38,1031.02,1207.26,41.55,2025,3,Mar,2025-03,2025Q1,Saturday,2336.97,231.37,101.38,29.8,2905.37,18.0,522.97,50.23,55.18,10.2,693.99,1642.98,1592.75,1547.77,22.0,340.51,1207.26,41.55,56.55,54.82,53.27,80.44,35.13,9.74,415.05,147.29,172.47,High Margin (>=20%)
TXN-1781,2025-03-23,Software,Cloud Storage Annual,Phoenix,West,Consumer,PayPal,Charlie Davis,1,409.89,83.63,409.89,83.63,50.01,13.04,26.78,173.46,138.74,34.32,2025,3,Mar,2025-03,2025Q1,Sunday,320.64,42.91,26.78,5.62,404.27,18.0,72.77,6.6,4.35,0.92,132.74,187.9,181.3,177.87,22.0,39.13,138.74,34.32,46.48,44.85,44.0,79.31,42.32,12.2,404.27,173.46,138.74,High Margin (>=20%)
TXN-2148,2025-03-23,Hardware,Rack Server Blade X,Austin,South,Enterprise,Direct Invoice,Diana Prince,19,3204.18,2067.49,60879.42,39282.31,4558.17,95.91,2106.77,46043.16,4527.58,7.57,2025,3,Mar,2025-03,2025Q1,Sunday,20547.65,6265.87,2106.77,1049.46,59829.96,18.0,10769.39,1208.18,632.51,124.35,13026.72,7520.93,6312.75,5804.59,22.0,1277.01,4527.58,7.57,12.57,10.55,9.7,34.34,75.63,7.49,3148.95,2423.32,238.29,Moderate Margin (5-20%)
TXN-2084,2025-03-25,Hardware,NAS Storage Enclosure,Austin,South,Enterprise,Credit Card,Bob Jones,24,762.32,460.12,18295.68,11042.88,2166.09,329.07,893.1,14431.14,815.37,4.51,2025,3,Mar,2025-03,2025Q1,Tuesday,7053.14,2084.9,893.1,199.66,18096.02,18.0,3257.28,442.99,237.53,145.89,5473.16,1579.98,1136.99,1045.35,22.0,229.98,815.37,4.51,8.73,6.28,5.78,38.98,78.88,11.84,754.0,601.3,33.97,Low Margin (0-5%)
TXN-1457,2025-03-27,Hardware,Gigabit Switch 24-Port,Chicago,Midwest,Consumer,Credit Card,Fiona Gallagher,2,476.13,259.49,952.26,518.98,62.37,20.99,59.24,661.58,134.16,14.39,2025,3,Mar,2025-03,2025Q1,Thursday,413.21,67.2,59.24,20.07,932.19,18.0,167.79,16.39,17.32,2.3,209.8,203.41,187.02,172.0,22.0,37.84,134.16,14.39,21.82,20.06,18.45,44.33,69.47,6.55,466.1,330.79,67.08,Moderate Margin (5-20%)
TXN-1078,2025-03-27,Hardware,Rack Server Blade X,Austin,South,Enterprise,PayPal,Bob Jones,11,3268.22,2149.54,35950.42,23644.94,4596.27,68.51,1624.68,29934.4,936.03,2.68,2025,3,Mar,2025-03,2025Q1,Thursday,11236.56,2649.63,1624.68,1068.92,34881.5,18.0,6278.67,823.45,496.03,222.05,8939.09,2297.47,1474.02,1200.04,22.0,264.01,936.03,2.68,6.59,4.23,3.44,32.21,83.27,12.79,3171.05,2721.31,85.09,Low Margin (0-5%)
TXN-2050,2025-03-28,Office Supplies,Mesh Office Chair,Miami,East,SMB,PayPal,Alice Smith,2,328.92,158.42,657.84,316.84,69.02,22.74,40.71,449.31,108.49,16.7,2025,3,Mar,2025-03,2025Q1,Friday,332.91,46.75,40.71,8.09,649.75,18.0,116.96,10.22,7.69,3.31,179.22,153.69,143.47,139.09,22.0,30.6,108.49,16.7,23.65,22.08,21.41,51.24,68.3,10.49,324.88,224.66,54.24,Moderate Margin (5-20%)
TXN-1729,2025-03-29,Office Supplies,Ergonomic Executive Desk,San Francisco,West,Consumer,Credit Card,Diana Prince,6,867.16,459.18,5202.96,2755.08,583.07,88.07,248.55,3674.77,649.42,12.77,2025,3,Mar,2025-03,2025Q1,Saturday,2329.01,416.66,248.55,118.87,5084.09,18.0,915.14,127.55,56.51,23.99,1336.35,992.66,865.11,832.59,22.0,183.17,649.42,12.77,19.52,17.02,16.38,45.81,70.63,11.21,847.35,612.46,108.24,Moderate Margin (5-20%)
TXN-2024,2025-03-30,Electronics,Laptop Pro 15,Boston,East,Enterprise,PayPal,Fiona Gallagher,6,1201.78,764.57,7210.68,4587.42,497.13,63.92,216.32,5364.79,543.89,7.66,2025,3,Mar,2025-03,2025Q1,Sunday,2516.27,854.85,216.32,106.99,7103.69,18.0,1278.66,110.97,121.88,46.09,1632.22,884.05,773.08,697.29,22.0,153.4,543.89,7.66,12.44,10.88,9.82,35.42,74.4,6.89,1183.95,894.13,90.65,Moderate Margin (5-20%)
TXN-1654,2025-03-31,Hardware,Gigabit Switch 24-Port,Houston,South,Enterprise,Credit Card,Fiona Gallagher,6,430.22,264.72,2581.32,1588.32,207.25,83.02,104.67,1983.26,138.96,5.53,2025,3,Mar,2025-03,2025Q1,Monday,923.48,276.9,104.67,69.52,2511.8,18.0,452.12,46.14,38.87,11.53,671.84,251.64,205.5,178.16,22.0,39.2,138.96,5.53,10.02,8.18,7.09,36.77,76.83,8.03,418.63,330.54,23.16,Moderate Margin (5-20%)
TXN-1236,2025-04-01,Office Supplies,High-Speed Paper Shredder,New York,East,SMB,Direct Invoice,Evan Wright,6,169.99,93.6,1019.94,561.6,119.14,86.24,56.99,823.97,35.79,3.55,2025,4,Apr,2025-04,2025Q2,Tuesday,447.53,108.24,56.99,10.81,1009.13,18.0,181.64,22.1,13.29,4.36,370.61,76.92,54.82,45.89,22.0,10.1,35.79,3.55,7.62,5.43,4.55,44.35,80.79,11.68,168.19,137.33,5.96,Low Margin (0-5%)
TXN-2122,2025-04-02,Software,Data Analytics Suite,Austin,South,SMB,PayPal,Bob Jones,4,1498.51,311.22,5994.04,1244.88,785.12,20.44,283.15,2333.59,2086.02,35.67,2025,4,Apr,2025-04,2025Q2,Wednesday,4603.62,705.99,283.15,145.54,5848.5,18.0,1052.73,118.03,63.22,46.72,1794.7,2808.92,2690.89,2674.39,22.0,588.37,2086.02,35.67,48.03,46.01,45.73,78.71,38.93,13.1,1462.12,583.4,521.5,High Margin (>=20%)
TXN-2189,2025-04-02,Office Supplies,High-Speed Paper Shredder,Boston,East,Enterprise,Credit Card,Evan Wright,9,190.41,86.98,1713.69,782.82,106.38,53.1,79.36,1021.66,360.2,21.54,2025,4,Apr,2025-04,2025Q2,Wednesday,889.55,145.75,79.36,41.32,1672.37,18.0,301.03,27.86,25.58,10.27,384.59,504.96,477.1,461.79,22.0,101.59,360.2,21.54,30.19,28.53,27.61,53.19,59.62,6.21,185.82,113.52,40.02,High Margin (>=20%)
TXN-1940,2025-04-02,Services,Cybersecurity Audit,San Francisco,West,Enterprise,Credit Card,Charlie Davis,5,2085.03,787.27,10425.15,3936.35,966.19,42.44,441.74,5386.72,2680.36,26.43,2025,4,Apr,2025-04,2025Q2,Wednesday,6205.62,1030.27,441.74,283.18,10141.97,18.0,1825.55,224.57,113.4,49.35,2480.64,3724.98,3500.41,3436.36,22.0,756.0,2680.36,26.43,36.73,34.51,33.88,61.19,51.67,9.27,2028.39,1077.34,536.07,High Margin (>=20%)
TXN-1440,2025-04-04,Services,Cloud Migration Consulting,Austin,South,SMB,Wire Transfer,Evan Wright,4,3414.32,1251.94,13657.28,5007.76,1827.5,40.09,424.22,7299.57,3543.34,26.71,2025,4,Apr,2025-04,2025Q2,Friday,8259.74,1011.56,424.22,389.78,13267.5,18.0,2388.15,255.63,215.49,57.49,3303.37,4956.37,4700.74,4542.74,22.0,999.4,3543.34,26.71,37.36,35.43,34.24,62.26,53.45,13.38,3316.88,1824.89,885.84,High Margin (>=20%)
TXN-1450,2025-04-05,Office Supplies,High-Speed Paper Shredder,Chicago,Midwest,Consumer,PayPal,Evan Wright,2,166.59,89.51,333.18,179.02,41.76,27.7,28.39,276.87,11.68,3.59,2025,4,Apr,2025-04,2025Q2,Saturday,146.11,24.71,28.39,8.05,325.13,18.0,58.52,6.19,4.0,1.62,122.56,23.55,17.36,14.98,22.0,3.3,11.68,3.59,7.24,5.34,4.61,44.94,83.1,12.53,162.56,138.44,5.84,Low Margin (0-5%)
TXN-1163,2025-04-05,Office Supplies,Ergonomic Executive Desk,New York,East,SMB,PayPal,Fiona Gallagher,3,802.61,431.72,2407.83,1295.16,255.65,41.31,89.26,1681.38,282.66,12.01,2025,4,Apr,2025-04,2025Q2,Saturday,1058.59,244.82,89.26,54.08,2353.75,18.0,423.68,37.33,36.87,9.03,631.04,427.55,390.22,362.38,22.0,79.72,282.66,12.01,18.16,16.58,15.4,44.97,69.83,10.62,784.58,560.46,94.22,Moderate Margin (5-20%)
TXN-1772,2025-04-06,Services,Cybersecurity Audit,San Francisco,West,SMB,PayPal,Bob Jones,2,2327.08,809.25,4654.16,1618.5,284.0,23.9,169.13,2095.53,1385.72,30.59,2025,4,Apr,2025-04,2025Q2,Sunday,2911.7,522.77,169.13,123.96,4530.2,18.0,815.44,81.92,64.54,11.13,999.8,1911.9,1829.98,1776.57,22.0,390.85,1385.72,30.59,42.2,40.4,39.22,64.27,45.02,6.1,2265.1,1047.77,692.86,High Margin (>=20%)
TXN-2180,2025-04-06,Services,Cloud Migration Consulting,Phoenix,West,SMB,Wire Transfer,Diana Prince,6,3696.25,1157.43,22177.5,6944.58,1383.49,86.01,791.55,9205.63,7526.1,34.84,2025,4,Apr,2025-04,2025Q2,Sunday,14657.02,2152.62,791.55,575.9,21601.6,18.0,3888.29,441.9,273.57,120.97,4413.67,10243.35,9801.45,9648.85,22.0,2122.75,7526.1,34.84,47.42,45.37,44.67,67.85,41.51,6.24,3600.27,1534.27,1254.35,High Margin (>=20%)
TXN-1990,2025-04-06,Electronics,Laptop Pro 15,New York,East,Government,Wire Transfer,Fiona Gallagher,19,1257.26,744.98,23887.94,14154.62,3186.7,180.52,994.8,18516.64,1023.04,4.38,2025,4,Apr,2025-04,2025Q2,Sunday,9176.74,2650.49,994.8,556.58,23331.36,18.0,4199.64,517.62,413.1,78.08,7012.51,2164.23,1646.61,1311.59,22.0,288.55,1023.04,4.38,9.28,7.06,5.62,39.33,77.51,13.34,1227.97,974.56,53.84,Low Margin (0-5%)
TXN-1297,2025-04-06,Software,Enterprise ERP License,Chicago,Midwest,Enterprise,PayPal,Charlie Davis,7,2675.37,495.74,18727.59,3470.18,1726.44,62.34,561.83,5820.79,7772.97,42.46,2025,4,Apr,2025-04,2025Q2,Sunday,14838.1,2031.94,561.83,419.31,18308.28,18.0,3295.49,407.8,214.7,132.29,4382.55,10455.55,10047.75,9965.34,22.0,2192.37,7772.97,42.46,57.11,54.88,54.43,81.05,31.08,9.22,2615.47,831.54,1110.42,High Margin (>=20%)
TXN-1534,2025-04-07,Services,Cloud Migration Consulting,Seattle,West,Enterprise,Direct Invoice,Diana Prince,8,3611.66,1153.44,28893.28,9227.52,3697.1,82.63,990.72,13997.97,8254.6,29.11,2025,4,Apr,2025-04,2025Q2,Monday,19130.61,2824.94,990.72,535.15,28358.13,18.0,5104.46,590.72,472.03,110.35,7595.39,11535.22,10944.5,10582.82,22.0,2328.22,8254.6,29.11,40.68,38.59,37.32,67.46,48.45,12.8,3544.77,1749.75,1031.82,High Margin (>=20%)
TXN-1531,2025-04-07,Services,Cloud Migration Consulting,San Francisco,West,Enterprise,Wire Transfer,Fiona Gallagher,28,3325.83,1173.82,93123.24,32866.96,7580.43,285.38,2793.7,43526.47,27292.98,29.79,2025,4,Apr,2025-04,2025Q2,Monday,58754.66,10303.63,2793.7,1501.62,91621.62,18.0,16491.89,1946.87,1184.49,330.84,20963.14,37791.52,35844.65,34991.0,22.0,7698.02,27292.98,29.79,41.25,39.12,38.19,64.13,46.74,8.14,3272.2,1554.52,974.75,High Margin (>=20%)
TXN-1788,2025-04-08,Electronics,Smart Display 10,Seattle,West,Government,Wire Transfer,Evan Wright,31,345.79,198.34,10719.49,6148.54,1212.42,306.85,388.07,8055.88,955.69,9.1,2025,4,Apr,2025-04,2025Q2,Tuesday,4357.32,965.21,388.07,213.63,10505.86,18.0,1891.05,198.72,112.41,51.61,2872.55,1484.77,1286.05,1225.25,22.0,269.56,955.69,9.1,14.13,12.24,11.66,41.48,75.15,11.31,338.9,259.87,30.83,Moderate Margin (5-20%)
TXN-1705,2025-04-08,Hardware,NAS Storage Enclosure,New York,East,SMB,Wire Transfer,Bob Jones,4,747.52,473.89,2990.08,1895.56,234.5,42.44,89.7,2262.2,264.33,9.07,2025,4,Apr,2025-04,2025Q2,Tuesday,1020.02,218.78,89.7,74.5,2915.58,18.0,524.8,52.59,54.67,11.55,585.42,434.6,382.01,338.89,22.0,74.56,264.33,9.07,14.91,13.1,11.62,34.99,75.66,7.84,728.9,565.55,66.08,Moderate Margin (5-20%)
TXN-1325,2025-04-08,Electronics,Wireless Noise-Canceling Headset,Miami,East,Enterprise,Credit Card,Diana Prince,19,246.1,124.62,4675.9,2367.78,615.56,267.74,159.2,3410.28,371.28,8.1,2025,4,Apr,2025-04,2025Q2,Tuesday,2215.92,550.56,159.2,92.2,4583.7,18.0,825.07,88.75,93.07,34.96,1593.06,622.86,534.11,476.0,22.0,104.72,371.28,8.1,13.59,11.65,10.38,48.34,72.93,13.16,241.25,179.49,19.54,Moderate Margin (5-20%)
TXN-1153,2025-04-09,Office Supplies,Ergonomic Executive Desk,Houston,South,Consumer,PayPal,Evan Wright,2,799.3,466.41,1598.6,932.82,127.05,23.03,91.0,1173.9,171.88,10.96,2025,4,Apr,2025-04,2025Q2,Wednesday,635.77,123.48,91.0,30.01,1568.59,18.0,282.35,36.9,21.0,7.05,364.56,271.21,234.31,220.36,22.0,48.48,171.88,10.96,17.29,14.94,14.05,40.53,73.43,7.95,784.3,586.95,85.94,Moderate Margin (5-20%)
TXN-1053,2025-04-10,Hardware,Gigabit Switch 24-Port,Austin,South,Enterprise,Credit Card,Evan Wright,13,439.63,270.25,5715.19,3513.25,401.78,107.91,175.98,4198.92,462.65,8.2,2025,4,Apr,2025-04,2025Q2,Thursday,2131.38,668.53,175.98,70.56,5644.63,18.0,1016.03,117.6,104.45,38.01,1354.2,777.18,659.58,593.14,22.0,130.49,462.65,8.2,13.77,11.69,10.51,37.76,73.47,7.03,434.2,322.99,35.59,Moderate Margin (5-20%)
TXN-1102,2025-04-11,Software,Enterprise ERP License,Boston,East,Enterprise,Direct Invoice,Fiona Gallagher,9,2341.0,521.86,21069.0,4696.74,2423.59,51.11,632.07,7803.51,7634.32,37.31,2025,4,Apr,2025-04,2025Q2,Friday,15767.07,2145.26,632.07,605.19,20463.81,18.0,3683.49,477.11,353.64,103.3,5252.03,10515.04,10037.93,9787.59,22.0,2153.27,7634.32,37.31,51.38,49.05,47.83,77.05,37.04,11.5,2273.76,867.06,848.26,High Margin (>=20%)
TXN-1471,2025-04-12,Electronics,Ultra-Wide Monitor 34,Boston,East,SMB,Wire Transfer,Diana Prince,5,603.37,362.87,3016.85,1814.35,274.24,42.67,106.78,2238.04,319.81,10.79,2025,4,Apr,2025-04,2025Q2,Saturday,1149.37,213.01,106.78,53.13,2963.72,18.0,533.47,72.23,39.95,9.52,636.7,512.67,440.44,410.01,22.0,90.2,319.81,10.79,17.3,14.86,13.83,38.78,74.18,9.09,592.74,447.61,63.96,Moderate Margin (5-20%)
TXN-1300,2025-04-15,Office Supplies,Ergonomic Executive Desk,Houston,South,Enterprise,PayPal,Alice Smith,13,791.49,452.46,10289.37,5881.98,1232.91,170.33,337.91,7623.13,952.29,9.51,2025,4,Apr,2025-04,2025Q2,Tuesday,4126.83,764.16,337.91,280.56,10008.81,18.0,1801.59,233.87,189.8,23.04,2505.31,1621.52,1387.65,1220.89,22.0,268.6,952.29,9.51,16.2,13.86,12.2,41.23,74.09,11.98,769.91,586.39,73.25,Moderate Margin (5-20%)
TXN-1652,2025-04-16,Software,Enterprise ERP License,Miami,East,Enterprise,Direct Invoice,Bob Jones,21,2475.79,499.82,51991.59,10496.22,4798.39,247.52,1683.63,17225.76,21026.53,41.54,2025,4,Apr,2025-04,2025Q2,Wednesday,40127.01,5035.66,1683.63,1368.36,50623.23,18.0,9112.18,1031.01,552.17,178.46,11765.2,28361.81,27330.8,26957.09,22.0,5930.56,21026.53,41.54,56.03,53.99,53.25,79.27,33.13,9.23,2410.63,820.27,1001.26,High Margin (>=20%)
TXN-1867,2025-04-17,Services,Cybersecurity Audit,New York,East,Enterprise,Direct Invoice,Diana Prince,17,2125.85,780.28,36139.45,13264.76,3125.01,130.87,1258.88,17779.52,11032.75,30.96,2025,4,Apr,2025-04,2025Q2,Thursday,22367.75,2810.28,1258.88,506.94,35632.51,18.0,6413.85,713.48,409.46,224.78,7325.04,15042.71,14329.23,14144.55,22.0,3111.8,11032.75,30.96,42.22,40.21,39.7,62.77,49.2,8.65,2096.03,1045.85,648.99,High Margin (>=20%)
